OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
3547,13311,VIRGINIA ST,852,Y,1970/01/01 00:00:00+00,,,5800,,5800,Estimate,,322.245300859587
3548,9481,BROOKLYN AVE NE,1445,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,535.567545597495
3549,"13083,13079,13087,13082,13084,339870,334520,13080,13086,13081,13085,7277,7276,7275,7274","TAYLOR AVE N,5TH AVE N",1224,N,2015/11/03 00:00:00+00,,,5778,5352,5800,Study - 13-15,,4626.61638313215
3550,"10792,10785,10791,10795,10794,10787,10788,10789,10793,10790",GREENWOOD AVE N,1935,N,2015/05/19 00:00:00+00,,,24455,22208,24500,Study - 13-15,,3974.74367000797
3551,"15415,15414,15413,15412",N 40TH ST,1381,N,1970/01/01 00:00:00+00,,,2600,,2600,Estimate,,1203.73675525388
3552,"13267,13266,13265,578003",VALLEY ST,1160,N,2015/01/29 00:00:00+00,,,10708,9504,10700,Study - 13-15,,1055.88197706772
3553,"10961,10962",HOWELL ST,983,Y,2015/03/04 00:00:00+00,,,14681,13152,14700,Study - 13-15,,654.814913141299
3554,9730,COLUMBIA ST,666,Y,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,322.013961848056
3555,"2145,2149,2146,2150,2147,2148",15TH AVE S,442,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,2554.93535759444
3556,"15419,15418,15417,15420,15416",N 40TH ST,1393,N,2015/12/14 00:00:00+00,,,12333,11426,12300,Study - 13-15,,1537.22104624706
3557,9001,AURORA AVE N,1933,N,2015/05/19 00:00:00+00,,,36039,33492,36000,Study - 13-15,,113.508989978577
3558,10960,HOWELL ST,940,Y,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,357.537268804696
3559,"11569,11570",M L KING JR WAY S,122,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,1065.81826276363
3560,13344,WEST SEATTLE BR WB,2010,N,1970/01/01 00:00:00+00,,,31000,,31000,Study - 13-15,,605.394282035866
3561,"12225,12224",PINE ST,942,B,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,552.467481285015
3562,"16871,16868,16867,16866,16869,16870",NE 45TH ST,1431,N,2015/10/22 00:00:00+00,,,4397,3936,4400,Study - 13-15,,2445.28899555229
3563,12860,SPRING ST,699,Y,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,321.799306672003
3564,10003,DENNY WAY,1066,B,2014/08/13 00:00:00+00,,,28240,28272,28200,Study - 13-15,,352.710872772953
3565,"21708,21709,21704,21705,21707,21706",SW ADMIRAL WAY,461,N,2015/09/24 00:00:00+00,,,14384,14120,14400,Study - 13-15,,2196.3919753968
3566,23583,W MERCER ST,1142,N,1970/01/01 00:00:00+00,,,9769,,9800,Study - 13-15,,322.001157808827
3567,23427,W HAYES ST,1210,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,376.371840322643
3568,7264,5TH AVE N,1152,N,1970/01/01 00:00:00+00,,,14500,,14500,Estimate,,314.236054558868
3569,6227,4TH AVE S,583,Y,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,306.19302367472
3570,"9985,9986",DELRIDGE WAY SW,133,N,2015/04/24 00:00:00+00,,,15719,15351,15700,Study - 13-15,,1309.60864799238
3571,4386,3RD AVE,853,Y,1970/01/01 00:00:00+00,,,7800,,7800,Estimate,,426.106120788547
3572,"8949,8951,8950",AURORA AVE N,1974,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,596.487450481145
3573,16934,NE 50TH ST,1505,N,1970/01/01 00:00:00+00,,,13500,,13500,Estimate,,280.117261115111
3574,164885,SW ADMIRAL WAY,33,N,2015/04/07 00:00:00+00,,,2867,2619,2900,Study - 13-15,,874.75371292392
3575,11049,JAMES ST,620,Y,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,401.433451558656
3576,"14885,12782,12784,12785,12783,12781","E UNION ST,SENECA ST",875,B,2015/01/05 00:00:00+00,,,9030,0,9000,Study - 13-15,,1674.87399278299
3577,22645,SW ORCHARD ST,181,N,2015/04/23 00:00:00+00,,,5677,5550,5700,Study - 13-15,,416.648057629793
3578,12777,SENECA ST,786,Y,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,247.711174683776
3579,"10077,10076",DEXTER AVE N,1149,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,311.401977187375
3580,"15385,15386,15384",N 39TH ST,1341,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,636.930286401126
3581,"9999,10000,9998",DENNY WAY,1072,B,1970/01/01 00:00:00+00,,,29884,30988,29900,Study - 13-15,,644.64361444466
3582,163345,4TH AV NB ON RP,504,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,358.702592800629
3583,"11292,11294,11293,11291,16779","LATONA AVE NE,NE 42ND ST",1454,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,2208.33653150682
3584,8533,9TH AVE N,1126,N,1970/01/01 00:00:00+00,,,4600,,4600,Study - 13-15,,485.178274743537
3585,"8991,8990",AURORA AVE N,1887,N,1970/01/01 00:00:00+00,,,40500,,40500,Estimate,,2645.82351855637
3586,16859,NE 45TH ST,1436,N,1970/01/01 00:00:00+00,,,24000,,24000,Estimate,,260.005950153265
3587,"20126,20124,20128,20127,20125",S GRAHAM ST,209,N,2014/02/26 00:00:00+00,,,7126,7056,7100,Study - 13-15,,2337.58728743187
3588,"1219,1218,1217,1220",1ST AVE S,278,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,1454.14093124567
3589,1011,1ST AVE,824,Y,1970/01/01 00:00:00+00,,,19500,,19500,Estimate,,427.95961820911
3590,13498,WESTERN AVE,658,Y,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,305.722559915223
3591,"12857,12856",SPRING ST,675,Y,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,316.126937122721
3592,12772,SENECA ST,732,Y,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,322.099001226405
3593,"2976,2975",20TH AVE NE,1724,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,1323.47700406426
3594,12778,SENECA ST,792,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,322.144055076682
3595,12861,SPRING ST,717,Y,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,322.090596249414
3596,21753,SW ANDOVER ST,349,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,259.775886917974
3597,13761,YESLER WAY,614,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,69.019730903869
3598,14257,E JOHN ST,1088,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,341.145981434302
3599,8157,7TH AVE,830,Y,2015/07/08 00:00:00+00,,,8598,7847,8600,Study - 13-15,,425.495258282869
3600,"18046,18047",NE PACIFIC ST,1323,N,1970/01/01 00:00:00+00,,,25500,,25500,Estimate,,1488.54735639085
3601,20485,S JACKSON ST,569,B,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,147.357047635548
3602,"2348,2349",16TH AVE SW,106,N,2015/05/05 00:00:00+00,,,5145,4887,5100,Study - 13-15,,1340.3357576376
3603,16120,N NORTHGATE WAY,1850,N,1970/01/01 00:00:00+00,,,45000,,45000,Estimate,,659.697865994442
3604,"3358,3357",23RD AVE,743,N,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,668.75904926675
3605,6131,4TH AVE,826,Y,1970/01/01 00:00:00+00,,,19500,,19500,Estimate,,426.039249595133
3606,7882,6TH AVE,822,Y,2015/07/08 00:00:00+00,,,13754,13056,13800,Study - 13-15,,425.691767558145
3607,15795,N 65TH ST,1641,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,156.118080469644
3608,"3734,3733,3732,12469,12471,12476,12473,12475,12477,12474,12472,12470","25TH AVE NE,RAVENNA AVE NE",1763,N,2015/09/18 00:00:00+00,,,8455,7758,8500,Study - 13-15,,5023.74829044119
3609,11159,LAKE CITY WAY NE,1811,N,1970/01/01 00:00:00+00,,,36016,38023,36000,Study - 13-15,,1120.63296415492
3610,"7252,7262,7263",5TH AVE N,1102,N,2015/01/06 00:00:00+00,,,14827,7171,14800,Study - 13-15,,1332.67360053854
3611,16922,NE 50TH ST,2036,N,1970/01/01 00:00:00+00,,,25500,,25500,Estimate,,127.593954882486
3612,"16839,16838,15554,15551,15553,15550,15552","NE 45TH ST,N 45TH ST",1458,N,2015/08/14 00:00:00+00,,,22547,16875,22500,Study - 13-15,,1857.80421461148
3613,"13262,13261",VALLEY ST,1171,N,2018/01/09 10:30:00+00,257,312,2981,2795,3000,Study,,654.050748455658
3614,"11241,11240,11244,11242,11245,163399,11243",LAKE WASHINGTON BLVD S,306,N,2017/11/14 11:15:00+00,205,229,2545,2423,2500,Study,,5106.20118885378
3615,10166,EASTLAKE AVE E,1968,N,2017/12/14 10:30:00+00,931,1319,12268,10799,12300,Study,,420.119326039261
3616,"9590,21867,21866,21852,21855,21860,21857,21859,21853,21856,165149,21858,21854","CALIFORNIA AVE SW,SW BRACE POINT DR,SW BARTON ST",108,N,2017/10/09 13:15:00+00,489,607,7172,7001,7200,Study,,3756.25674600933
3617,"15308,15310,15305,15307,15306,15309",N 35TH ST,1304,N,2018/01/29 08:30:00+00,245,286,2841,2641,2800,Study,,1583.93761433133
3618,13359,WALL ST,1026,Y,2017/10/19 09:45:00+00,822,527,7967,7357,8000,Study,,322.475851360827
3619,"21974,21972,21976,337247,21978,21977,21975,21973",SW CHARLESTOWN ST,372,N,2017/11/17 12:30:00+00,192,293,2771,2727,2800,Study,,1988.95458369187
3620,"11496,11497,11499,11498",M L KING JR WAY E,1111,N,2017/11/15 09:45:00+00,763,797,8706,8329,8700,Study,,1156.22269647433
3621,"19417,19418,19419,19420",S BAILEY ST,238,N,2017/11/09 11:30:00+00,751,822,10186,9507,10200,Study,,1027.32980082704
3622,"22777,22774,22778,22773,22775,22772,22776",SW ROXBURY ST,76,N,2018/02/14 14:15:00+00,766,998,11890,11417,11900,Study,,2711.65265814571
3623,"6327,6326",40TH AVE NE,1723,N,2018/01/29 09:00:00+00,404,470,4247,3808,4200,Study,,1322.82007917851
3624,16500,NE 125TH ST,1874,N,2018/01/09 12:15:00+00,793,1029,12021,11548,12000,Study,,266.083427519374
3625,"2015,2016,2018,2014,2017",15TH AVE E,1192,N,2017/08/31 09:15:00+00,442,507,5927,5441,5900,Study,,1989.96830959475
3626,"10386,10385,606535",FAUNTLEROY WAY SW,314,N,2017/11/08 11:45:00+00,1783,2218,29651,29174,29700,Study,,844.00686160317
3627,4381,3RD AVE,750,Y,2017/08/24 07:15:00+00,724,682,9474,9950,9500,Study,,305.766049291291
3628,"16502,16503,16501",NE 125TH ST,1872,N,2017/10/31 12:15:00+00,1010,1182,14401,13701,14400,Study,,1095.16103113191
3629,"11829,11830,11831",MERIDIAN AVE N,1866,N,2018/01/17 08:15:00+00,615,884,7840,6742,7800,Study,,1762.94442227195
3630,"17463,17464,17465",NE 73RD ST,1692,N,2018/01/31 06:30:00+00,165,368,2963,2860,3000,Study,,520.063435389499
3631,"21744,21741,21740,21743,21742,7210,7209","SW ALASKA ST,49TH AVE SW",304,N,2017/11/01 13:00:00+00,187,196,2518,2427,2500,Study,,2978.78330599028
3632,"16748,16747,16746,16745",NE 40TH ST,1390,N,2018/01/23 08:15:00+00,531,644,7151,6659,7200,Study,,1198.11998773472
3633,"22904,22905,9585,9583,9579,9584,9582,9580,9581","SW THISTLE ST,CALIFORNIA AVE SW",153,N,2018/01/25 13:45:00+00,378,487,5375,5143,5400,Study,,2529.989509503
3634,"21198,21200,21204,21197,21202,21206,21199,21205,21209,21203,21201,21208,21207,21210",S ROXBURY ST,66,N,2017/11/14 11:15:00+00,245,229,2591,2506,2600,Study,,2813.69845331591
3635,"17899,17897,17896,17901,17900,17898",NE 95TH ST,1804,N,2017/10/24 12:00:00+00,742,768,9111,9088,9100,Study,,3536.32575296263
3636,"23612,626865,23614,23613,23617,23616",W NICKERSON ST,1406,N,2017/11/08 11:00:00+00,1371,1316,18502,17433,18500,Study,,3660.01030580814
3637,"19235,19234",NW MARKET ST,1572,N,2018/01/31 09:00:00+00,664,759,10340,10461,10300,Study,,697.534429623564
3638,"12814,12813,12812,12811",SEWARD PARK AVE S,132,N,2017/10/19 11:30:00+00,841,914,9939,9653,9900,Study,,2008.74017669718
3639,18062,NE RAVENNA BLVD,1633,N,2018/01/10 12:00:00+00,859,436,7728,8002,7700,Study,,573.680636468107
3640,"20094,20096,20095",S GENESEE ST,317,N,2017/11/14 12:00:00+00,640,747,8696,8356,8700,Study,,796.827047143587
3641,"19647,19646,19648",S CLOVERDALE ST,2031,N,2017/10/16 12:00:00+00,1027,1026,12636,11767,12600,Study,,1305.32363250582
3642,"13129,13128",THACKERAY PL NE,1519,N,2017/11/16 10:15:00+00,108,156,1447,1443,1400,Study,,1328.30560497882
3643,"9690,9691",CLISE PL W,1226,N,2018/02/12 10:00:00+00,601,693,7817,7090,7800,Study,,871.203006534537
3644,"14908,14906,14910,14909,14907",E UNION ST,851,N,2017/11/15 10:00:00+00,363,446,4931,4746,4900,Study,,1700.45221960425
3645,"13227,13226,13224,13225",UNIVERSITY WAY NE,1587,N,2017/10/24 10:30:00+00,319,363,4041,3921,4000,Study,,2219.98473162658
3646,"12800,12805,12799,12803,12802,12804,12801,13621","SEWARD PARK AVE S,WILSON AVE S",199,N,2017/10/26 10:00:00+00,1242,1195,13133,12713,13100,Study,,2945.05923574458
3647,"16147,16146",NE 100TH ST,1814,N,2017/08/08 09:15:00+00,444,512,5723,4663,5700,Study,,661.739154890433
3648,"8176,8175",7TH AVE NE,1512,N,2018/01/23 08:00:00+00,794,1058,13396,13130,13400,Study,,824.756105479536
3649,"167174,9135,167212,167173,167135,167226,167134,167225",BEACON AVE S,284,N,2017/10/16 10:15:00+00,1069,1142,13531,13031,13500,Study,,3212.45907517234
3650,18024,NE NORTHGATE WAY,1853,N,2017/10/31 12:00:00+00,887,1024,12883,12308,12900,Study,,998.944157400448
3651,"23300,23295,23296,23299,23294,23297,23298",W EMERSON ST,1369,N,2017/11/30 10:00:00+00,289,330,3788,3857,3800,Study,,2494.71831877209
3652,"9106,9109,9104,9105,9103,9108,9107,9102",BEACH DR SW,303,N,2017/11/01 13:45:00+00,308,380,4893,4776,4900,Study,,7978.97749888593
3653,"16145,351228",NE 100TH ST,1816,N,2017/08/08 09:15:00+00,534,669,7173,0,7200,Study,,661.797630948682
3654,"13887,13883,13891,13890,13888,13884,13886,13889,13885",E CHERRY ST,748,N,2017/11/30 10:45:00+00,838,668,8382,8007,8400,Study,,2807.81303020041
3655,"23314,23313,10457,10460,10456,10455,10458,10459,4572","W FLORENTIA ST,FLORENTIA ST,3RD AVE W",1283,N,2017/11/13 10:15:00+00,394,440,4535,4567,4500,Study,,2720.06046537302
3656,"9697,9695,9696,9694",S CLOVERDALE PL,131,N,2018/01/18 11:15:00+00,383,385,4340,4066,4300,Study,,1231.91606593906
3657,"18634,18631,18635,18633,18638,18632,18636,18637",NW 65TH ST,1658,N,2018/03/08 11:30:00+00,366,402,4619,4593,4600,Study,,2659.87383027161
3658,"1299,1300,1301",10TH AVE E,1259,N,2017/08/23 08:15:00+00,1258,1498,18147,16962,18100,Study,,1747.73237941258
3659,"23573,23575,23574,23572,23576,23577, 11897,11898, 11899","W MCGRAW ST, WESTMONT W, MONTAVISTA PL WAY W ",1250,N,2018/01/25 10:45:00+00,258,254,2952,2768,3000,Study,,1712.88757191068
3660,"11807,11806,11805,11803,11804,13696,13697,11130,11129,275716","MERIDIAN AVE N, WOODLAWN AVE N, KIRKWOOD PL N",1615,N,2017/12/07 12:15:00+00,192,188,1929,1881,1900,Study,,2477.00015106358
3661,"5004,21515,20060,11220,20510,5413,5411,5412","32ND AVE S,S WASHINGTON ST,S FRINK PL,LAKE WASHINGTON BLVD S,S JACKSON ST,35TH AVE S",587,N,2018/01/09 11:30:00+00,436,317,2951,2509,3000,Study,,2826.42114867397
3662,11911,MONTLAKE BLVD NE,1412,N,2015/10/21 00:00:00+00,,,43595,38367,43600,Study - 13-15,,2966.82955884895
3663,"20105,20098,20101,20099,20100,20102,20097,20103,20106,20104",S GENESEE ST,315,N,2015/07/15 00:00:00+00,,,10955,10584,11000,Study - 13-15,,3519.92921735001
3664,"12762,12760,12763,12761",SEAVIEW AVE NW,1761,N,2015/11/16 00:00:00+00,,,2570,3052,2600,Study - 13-15,,5969.79233364329
3665,7879,6TH AVE,781,Y,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,306.001341033119
3666,13318,VIRGINIA ST,991,Y,1970/01/01 00:00:00+00,,,7800,,7800,Estimate,,321.910933266796
3667,13216,UNIVERSITY WAY NE,1385,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,231.282065250536
3668,8650,SEATTLE BLVD S,547,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,420.454585595815
3669,"1653,587356,1652",12TH AVE S,581,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,616.982845437743
3670,"16882,3257,3258,3261,3260,3259,618031","NE 45TH ST,22ND AVE NE",1538,N,1970/01/01 00:00:00+00,,,2400,,2400,Estimate,,2721.47705197009
3671,"487404,487402",M L KING JR WAY S,123,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,1053.45427726249
3672,"23738,23546,23547","W SMITH ST,W MCGRAW PL",1254,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,1034.13313531006
3673,11588,MADISON ST,755,Y,1970/01/01 00:00:00+00,,,22000,,22000,Estimate,,322.322361687875
3674,9482,BROOKLYN AVE NE,1481,N,1970/01/01 00:00:00+00,,,6800,,6800,Estimate,,664.951111240014
3675,4569,3RD AVE W,1319,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,150.23794509201
3676,"6323,6324,6325,6322",40TH AVE NE,1697,N,2015/11/18 00:00:00+00,,,6690,6195,6700,Study - 13-15,,1324.22069559865
3677,9447,BROADWAY,958,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,423.021929249266
3678,9126,BEACON WR AVE S,358,N,1970/01/01 00:00:00+00,,,6140,5890,6100,Study - 13-15,,3377.12649053546
3679,11584,MADISON ST,709,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,321.896082038585
3680,"10751,10747,10748,10750,10749",GREENWOOD AVE N,1774,N,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,1332.56891720834
3681,2871,2ND AVE S,570,N,2015/03/12 00:00:00+00,,,6907,6723,6900,Study - 13-15,,333.079395525185
3682,"4389,4390,4388",3RD AVE,976,Y,2015/03/03 00:00:00+00,,,7298,7148,7300,Study - 13-15,,1278.14887684732
3683,11587,MADISON ST,738,Y,2014/03/06 00:00:00+00,,,23157,20703,23200,Study - 13-15,,321.052577122088
3684,13215,UNIVERSITY WAY NE,1364,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,712.956091783535
3685,15955,N 85TH ST,1773,N,1970/01/01 00:00:00+00,,,25500,,25500,Estimate,,661.336324008279
3686,"5209,5210,5208,5212,5211",34TH AVE,1018,N,2013/08/08 00:00:00+00,,,4407,4099,4400,Study - 13-15,,2026.05795561897
3687,"11662,11661",MARION ST,650,Y,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,322.059521784465
3688,9997,DENNY WAY,1073,B,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,321.398436782299
3689,"3377,3545,3544,3548,3533,3543,3546,3547,13173","23RD AVE E,24TH AVE E,TURNER WAY E",1205,N,2015/07/31 00:00:00+00,,,20416,18728,20400,Study - 13-15,,3144.58782658126
3690,11561,M L KING JR WAY S,174,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,612.70215009956
3691,"10497,10496,10494,10498,10495",FREMONT AVE N,1471,N,2015/08/06 00:00:00+00,,,9069,8901,9100,Study - 13-15,,1160.50653125716
3692,"16694,16691,16688,16690,16693,16692,16695,16685,16686,16687,16689",NE 145TH ST,1923,N,1970/01/01 00:00:00+00,,,27000,,27000,Estimate,,3994.32840342965
3693,11770,MERCER ST,1128,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,,321.353098859409
3694,"1556,1554,1555,1553,1552,1551",12TH AVE E,1166,N,2015/03/02 00:00:00+00,,,9345,8919,9300,Study - 13-15,,2417.64786185396
3695,"23285,23284,680538,23271,23270","W EMERSON ST,W EMERSON PL",27,N,2015/07/30 00:00:00+00,,,19776,18361,19800,Study - 13-15,,1743.23490379431
3696,"3722,3720,3721",25TH AVE NE,1531,N,1970/01/01 00:00:00+00,,,19000,,19000,Estimate,,2106.21457737476
3697,"22214,22215,22213",SW GENESEE ST,334,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,1002.65837254644
3698,"5448,5445,5444,5446,5447,157969,5767,5768,22557,22556,22268,22266,22269,337252,22271,22270,22272,22267,22265","35TH AVE SW,37TH AVE SW,SW MANNING ST,SW HANFORD ST",426,N,2014/06/02 00:00:00+00,,,8296,7840,8300,Study - 13-15,,6485.2040122832
3699,12203,PIKE ST,842,Y,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,321.866619798918
3700,"18244,18243,15155,15154","NW 130TH ST,N 130TH ST",1910,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,1329.94267337203
3701,"2217,2218",15TH AVE NW,1529,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,512.246588005876
3703,"7338,7337,7336",5TH AVE NE,1898,N,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,1325.40819003623
3704,"17535,17533,17534,17536,17537",NE 75TH ST,1700,N,2015/03/20 00:00:00+00,,,12303,11835,12300,Study - 13-15,,1310.70292619006
3705,18045,NE PACIFIC ST,1335,N,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,264.355383595009
3706,"21310,21311,21312",S SPOKANE ST,396,N,2013/04/03 00:00:00+00,,,2895,2587,2900,Study - 13-15,,1353.60588589569
3707,"5464,5463,5462,5469,5467,5466,5468,5465",35TH AVE SW,203,N,2015/11/09 00:00:00+00,,,19934,19104,19900,Study - 13-15,,3990.87363611402
3708,"19208,19209",NW LEARY WAY,1491,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,830.603866503371
3709,"8271,8509,8510","8TH AVE,9TH AVE",668,Y,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,1318.10314279748
3710,"9049,9048,9047,2197,2196,2198,18349","BALLARD BR,15TH AVE W,NW 46TH ST",17,N,2015/09/17 00:00:00+00,,,59190,56845,59200,Study - 13-15,,3674.28893819838
3711,"11660,11659",MARION ST,640,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,316.591863353824
3712,12045,OLIVE WAY,922,Y,1970/01/01 00:00:00+00,,,14500,,14500,Estimate,,321.698485383987
3713,12902,STEWART ST,902,Y,1970/01/01 00:00:00+00,,,12200,,12200,Estimate,,155.985380368549
3714,1094,1ST AVE NE,1824,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,662.521706633648
3715,"22804,22807,22810,22812,22805,22811,21280","SW SPOKANE ST BR,SW SPOKANE ST,S SPOKANE ST",40,N,1970/01/01 00:00:00+00,,,8778,10326,8800,Study - 13-15,,3234.65605522103
3716,9978,DELRIDGE WAY SW,182,N,2015/05/21 00:00:00+00,,,35909,33928,35900,Study - 13-15,,504.310600713357
3717,"11147,11150,11151,11149,11148,11146",LAKE CITY WAY NE,1776,N,1970/01/01 00:00:00+00,,,32000,,32000,Estimate,,1886.91144586446
3718,"14954,14955,273776,14952,14953",E YESLER WAY,591,N,1970/01/01 00:00:00+00,,,6700,,6700,Estimate,,1048.65977685078
3719,2765,2ND AVE,972,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,305.916629175641
3720,"18614,18611,18615,18613,18618,18612,18617,18616",NW 65TH ST,1650,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,1860.14179517607
3721,"12534,12541,12532,12538,12531,12536,12537,12539,12533,337245,12540,12535",RENTON AVE S,65,N,2015/01/26 00:00:00+00,,,7353,7241,7400,Study - 13-15,,4518.51549861221
3722,"4542,4543",3RD AVE W,1143,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,903.167125179831
3723,"2033,2031,2032",15TH AVE NE,1414,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,1304.71499982316
3724,"1810,1809",13TH AVE S,239,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,574.103847507123
3725,"10346,10345,10347,10348",FAIRVIEW AVE N,1112,N,1970/01/01 00:00:00+00,,,17000,,17000,Estimate,,1694.39127676753
3726,"11776,11778,275085,11777,11779,274457","MERCER ST,FAIRVIEW AVE N",1120,N,2014/05/29 00:00:00+00,,,2711,2505,2700,Study - 13-15,,1515.24911249021
3727,"9173,9169,269637,9172,9171,9170",BEACON AVE S,2034,N,1970/01/01 00:00:00+00,,,1700,,1700,Estimate,,2062.99543439995
3728,"1208,1209",1ST AVE S,452,N,1970/01/01 00:00:00+00,,,30000,,30000,Study - 13-15,,1544.98585225716
3729,"1239,1238,1240",1ST AVE W,1104,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,1127.34835154804
3730,"18075,18076,18077",NE RAVENNA BLVD,1582,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,1040.55068589599
3731,1932,14TH AVE S,469,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,406.529085901963
3732,11582,MADISON ST,679,Y,1970/01/01 00:00:00+00,,,5800,,5800,Estimate,,321.789253421302
3733,"9548,9551,9549,9550",CALIFORNIA AVE SW,360,N,2014/06/02 00:00:00+00,,,14027,13559,14000,Study - 13-15,,1995.65251071979
3734,"10392,10391,10393,10396,10390,10389,10394,10388,10395",FAUNTLEROY WAY SW,285,N,2015/09/23 00:00:00+00,,,16291,15697,16300,Study - 13-15,,4724.3231573369
3735,"10484,10563,10562","FREMONT AVE N,FREMONT BR",1284,N,1970/01/01 00:00:00+00,,,30053,31854,30100,Study - 13-15,,988.579643874907
3736,"12366,12365",RAINIER AVE S,437,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,817.560305630588
