OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
2118,"8939,8938,8940",AURORA AVE N,1976,N,1970/01/01 00:00:00+00,,,50000,,50000,Estimate,,1303.55186359261
2119,8158,7TH AVE,860,Y,2014/07/09 00:00:00+00,,,8618,7525,8600,Study - 13-15,,426.276249275907
2120,"1846,1849,1848,1847",14TH AVE,863,N,2015/01/05 00:00:00+00,,,8996,0,9000,Study - 13-15,,1776.30687159066
2121,17988,NE CAMPUS PKWY,1392,N,1970/01/01 00:00:00+00,,,4200,,4200,Estimate,,285.006099650058
2122,"16844,16846,16847,337051,16845",NE 45TH ST,1452,N,2014/10/21 00:00:00+00,,,33596,33189,33600,Study - 13-15,,761.415471196247
2123,7233,5TH AVE,791,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,425.913180108147
2124,7996,6TH AVE S,448,N,1970/01/01 00:00:00+00,,,13300,,13300,Study - 13-15,,760.257107098485
2125,1845,14TH AVE,747,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,677.017196652605
2126,"20818,20817,20820,20819,20821",S MCCLELLAN ST,434,N,2015/06/17 00:00:00+00,,,9153,8697,9200,Study - 13-15,,1158.30396142701
2127,"14628,14629,14630,14632,14631,14633",E PINE ST,963,B,2015/07/27 00:00:00+00,,,9813,9836,9800,Study - 13-15,,1481.28217536934
2128,"23138,23139",W BLAINE ST,1217,N,1970/01/01 00:00:00+00,,,2200,,2200,Estimate,,606.506890938956
2129,"23558,23557,23559",W MCGRAW ST,1239,N,2015/01/13 00:00:00+00,,,6051,5674,6100,Study - 13-15,,991.187955951033
2130,"5896,5898,5895,5899,5897,11930,11931,336724,11929,11928,20822,20823,10977,275662,275661,275663,10975,10976","38TH AVE S,MOUNT RAINIER DR S,S MCCLELLAN ST,HUNTER BLVD S",361,N,2015/06/04 00:00:00+00,,,3297,3163,3300,Study - 13-15,,6926.96332023622
2131,"18019,18021,18022,18023,18020",NE NORTHGATE WAY,1851,N,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,2193.81862300962
2132,19416,S BAILEY ST,232,N,1970/01/01 00:00:00+00,,,28000,,28000,Estimate,,324.511630746416
2133,13362,WALLINGFORD AVE N,1299,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,419.699948180508
2134,"21364,7383,12037","S SULLIVAN ST,5TH AVE S,OCCIDENTAL AVE S",140,N,1970/01/01 00:00:00+00,,,5000,,5000,Study - 13-15,,3027.39717825492
2135,"4991,5001,4993,4995,4989,4996,4992,4997,4998,4990,4999,4994,5000,4988",32ND AVE NW,1759,N,2015/11/16 00:00:00+00,,,4973,4931,5000,Study - 13-15,,3992.96202879031
2136,"22250,22249,22248,22246,22247",SW GRAHAM ST,237,N,1970/01/01 00:00:00+00,,,2200,,2200,Estimate,,1649.19947864248
2137,12865,SPRING ST,759,Y,2015/03/05 00:00:00+00,,,2738,2546,2700,Study - 13-15,,324.3417298775
2138,13946,E DENNY WAY,1033,B,1970/01/01 00:00:00+00,,,19500,,19500,Estimate,,269.578249232481
2139,"18092,18091",NE RAVENNA BLVD,1594,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,735.857120473579
2140,"728890,8738,8737,8735,705566,728891",ALASKAN WAY S,616,Y,2015/03/12 00:00:00+00,,,9127,8144,9100,Study - 13-15,,3383.63715922291
2141,"20116,20118,20123,20122,20120,20119,20117,20121",S GRAHAM ST,217,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,3632.69912443027
2142,"2212,2213",15TH AVE NW,1530,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,512.115425075967
2143,"9134,9138,9130,9133,9137,9132,9131,9136",BEACON AVE S,282,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,3193.72532373386
2144,"17044,17043,17050,17049,17048,17045,17046,17041,17042,17047",NE 55TH ST,1550,N,2015/10/22 00:00:00+00,,,7290,7268,7300,Study - 13-15,,2568.9448253962
2145,"2520,2521,2519,2522",17TH AVE NE,1578,N,1970/01/01 00:00:00+00,,,1100,,1100,Estimate,,1841.36079442105
2146,15123,N 122ND ST,1865,N,2015/12/11 00:00:00+00,,,1465,1344,1500,Study - 13-15,,517.311682612847
2147,"337100,17009",NE 54TH ST,1545,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,213.724597323774
2148,2904,2ND AVE W,1182,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,365.360044035375
2149,"8258,8257,8260,8259,8261",7TH AVE W,1269,N,2015/01/13 00:00:00+00,,,1437,1335,1400,Study - 13-15,,1283.72649276629
2150,"17518,17516,17515,17517,17513,17514",NE 75TH ST,1707,N,1970/01/01 00:00:00+00,,,19500,,19500,Estimate,,1327.85085096294
2151,"8115,8784,8794,8790,8793,8799,8782,8786,8792,8791,8783,8787,8789,8795,8798,8797,8785,8788,8796,10813,10812,10814","63RD AVE SW,ALKI AVE SW,HARBOR AVE SW",545,N,1970/01/01 00:00:00+00,,,12240,11617,12200,Study - 13-15,,12733.3079177496
2152,13646,WOODLAND PL N,1661,N,1970/01/01 00:00:00+00,,,6700,,6700,Estimate,,362.763721319481
2153,"6104,6103",39TH AVE SW,50,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,701.384912912508
2154,"12806,12810,12807,12809,12808,337698",SEWARD PARK AVE S,170,N,2015/10/08 00:00:00+00,,,10163,9292,10200,Study - 13-15,,3125.88495867914
2155,"12566,12567,12568,12565",REPUBLICAN ST,1113,N,2013/08/13 00:00:00+00,,,3297,2923,3300,Study - 13-15,,1266.95597068071
2156,"16750,16749",NE 40TH ST,1389,N,2014/10/21 00:00:00+00,,,12006,11197,12000,Study - 13-15,,508.664772877486
2157,20486,S JACKSON ST,568,B,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,175.424774586891
2158,"7313,7312,7311",5TH AVE NE,1731,N,2015/12/17 00:00:00+00,,,14335,6999,14300,Study - 13-15,,625.482414781845
2159,"21318,21317",S SPOKANE ST,388,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,577.745670366997
2160,"21004,163400",S ORCAS ST,250,N,1970/01/01 00:00:00+00,,,1500,,1500,Study - 13-15,,699.721872172963
2161,13179,UNION ST,765,Y,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,321.894399103275
2162,"17052,17055,17053,17051,17054",NE 55TH ST,1548,N,2015/10/22 00:00:00+00,,,6794,6495,6800,Study - 13-15,,1323.03942944625
2163,17607,NE 80TH ST,1735,N,1970/01/01 00:00:00+00,,,23000,,23000,Estimate,,465.664790244829
2164,1851,14TH AVE,909,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,82.8890156816379
2165,"2083,2081,2080,2082,2079",15TH AVE NE,1863,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,2168.22195938878
2166,"11419,11421,11424,11418,11422,11420,11423",LINDEN AVE N,1744,N,2015/11/16 00:00:00+00,,,3359,3149,3400,Study - 13-15,,1944.00061168104
2167,8652,SEATTLE BLVD S,535,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,126.372079624975
2168,"8723,8724",ALASKAN WAY,751,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,849.436338825414
2169,"589801,589800,589802",MERCER ST,1133,N,1970/01/01 00:00:00+00,,,25110,24250,25100,Study - 13-15,,1022.53881298818
2170,"1105,1104",1ST AVE NE,1900,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,1270.20599245332
2171,12893,STANLEY AVE S,225,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,415.000398960763
2172,"11196,11195,11194,11175,11197",LAKE WASHINGTON BLVD,828,N,2014/05/20 00:00:00+00,,,6637,5897,6600,Study - 13-15,,3213.87381687747
2173,"11968,11967,11970,11969",NICKERSON ST,1306,N,2015/08/06 00:00:00+00,,,23623,23485,23600,Study - 13-15,,1730.11605972991
2174,"16810,16811",NE 43RD ST,1420,N,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,565.089903923721
2175,"18361,18362","NW 48TH ST,NW LEARY WAY",1489,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,993.48525674049
2176,12904,STEWART ST,948,Y,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,322.014560036401
2177,"16012,16011,16015,16010,16013,16009,16014,16008",N 90TH ST,1792,N,1970/01/01 00:00:00+00,,,13100,,13100,Estimate,,1991.24367452362
2178,7894,6TH AVE,1057,Y,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,253.717504999031
2179,"18282,15315,15320,15317,15318,15316,15319,11334,10567","NW 36TH ST,N 36TH ST,LEARY WAY NW,FREMONT PL N",1346,N,2015/12/16 00:00:00+00,,,22626,21093,22600,Study - 13-15,,2952.6566374796
2180,"7359,7360,7361",5TH AVE S,563,N,2015/04/06 00:00:00+00,,,8026,7342,8000,Study - 13-15,,1240.52806066251
2181,"9304,9303,9306",BOREN AVE,659,N,2015/07/16 00:00:00+00,,,20986,18299,21000,Study - 13-15,,1260.74149439145
2182,"12858,12859",SPRING ST,687,Y,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,322.104192186462
2183,"10758,10755,10757,10763,10759,10754,10761,10756,10762,10760,10752,10764",GREENWOOD AVE N,1832,N,2015/02/24 00:00:00+00,,,13593,13147,13600,Study - 13-15,,5285.02209270549
2184,"6232,6233",4TH AVE S,546,N,2015/07/29 00:00:00+00,,,26148,23658,26100,Study - 13-15,,1492.48756056625
2185,11583,MADISON ST,693,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,322.062179962828
2186,20731,S MAIN ST,577,Y,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,340.206420222668
2187,"16286,16287,16288",NE 110TH ST,1836,N,1970/01/01 00:00:00+00,,,3500,,3500,Study - 13-15,,1344.10156999189
2188,"17610,17611",NE 80TH ST,1732,N,2015/07/21 00:00:00+00,,,17212,16418,17200,Study - 13-15,,1329.87340928132
2189,9414,BROAD ST,1036,Y,2015/08/19 00:00:00+00,,,10134,10630,10100,Study - 13-15,,321.801635534997
2190,"7201,7199,7203,7198,7202,7200",49TH AVE SW,454,N,2014/02/19 00:00:00+00,,,2386,2287,2400,Study - 13-15,,3357.45657204455
2191,"19709,19710",S COLUMBIAN WAY,412,N,2015/04/02 00:00:00+00,,,17064,16205,17100,Study - 13-15,,1312.12539966791
2192,"12602,12608,12605,12601,12606,12603,12604,12607",ROOSEVELT WAY NE,1595,N,2014/10/21 00:00:00+00,,,10242,9790,10200,Study - 13-15,,2581.68874015909
2193,8715,SR99 SB OFF RP,39,N,2015/06/09 00:00:00+00,,,11735,10848,11700,Study - 13-15,,1319.08588980807
2194,"8703,8702",AIRPORT WAY S,77,N,2015/05/07 00:00:00+00,,,7449,6011,7400,Study - 13-15,,3557.50377814503
2195,"1106,1107",1ST AVE NE,1912,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,1076.32202606478
2196,10185,EASTLAKE AVE NE,1961,N,1970/01/01 00:00:00+00,,,24000,,24000,Estimate,,225.306037242767
2197,10012,DENNY WAY,1049,B,1970/01/01 00:00:00+00,,,25000,,25000,Estimate,,379.798510697925
2198,2201,15TH AV W NB OFF RP,1985,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,700.689063015828
2199,16813,NE 43RD ST,1416,N,1970/01/01 00:00:00+00,,,3800,,3800,Estimate,,279.954838799931
2200,"670574,15152,9801","1ST AVE NE,N 128TH ST,CORLISS AVE N",1896,N,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,1828.38434859234
2201,9413,BROAD ST,1021,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,322.387911138464
2202,7876,6TH AVE,729,Y,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,306.035969635266
2203,6127,4TH AVE,742,Y,1970/01/01 00:00:00+00,,,16600,,16600,Estimate,,305.93743425157
2204,"20495,20496,20499,20498,20497",S JACKSON ST,559,N,2017/10/25 09:30:00+00,843,961,11929,11746,11900,Study,,1919.62060832188
2205,"12682,12685,12683,12681,12684,12680",ROY ST,1155,N,2017/11/03 10:45:00+00,413,530,5566,5456,5600,Study,,1931.38435532331
2206,"2038,2039,2037,2040",15TH AVE NE,1584,N,2017/09/19 11:45:00+00,937,1348,12473,11711,12500,Study,,2125.94350608316
2207,17040,NE 55TH ST,1551,N,2018/01/31 12:00:00+00,734,710,7464,7059,7500,Study,,589.217738629812
2208,"6046,6048,6047,20238,9610,9608,9607,9609","39TH AVE S,S HENDERSON ST,CARKEEK DR S",98,N,2017/10/19 12:00:00+00,148,228,2454,2415,2500,Study,,4485.63617118448
2209,"23551,23550",W MCGRAW ST,1232,N,2018/01/11 12:45:00+00,496,601,7149,6889,7100,Study,,660.153695902467
2210,4375,3RD AVE,639,Y,2017/08/24 06:00:00+00,560,450,6815,6594,6800,Study,,306.553154130945
2211,21219,S ROYAL BROUGHAM WAY,513,N,2017/09/20 09:15:00+00,580,587,6832,6000,6800,Study,,509.010677586685
2212,"17520,17521,17519,17523,17522",NE 75TH ST,1704,N,2017/12/19 12:00:00+00,1503,1696,21597,20184,21600,Study,,1460.77233253738
2214,"8037,8039,8036,8040,8038,23338,23342,23344,23335,23341,23339,23346,23343,23345,23337,23336,23340","6TH AVE W,W GALER ST",1235,N,2018/01/11 13:00:00+00,309,327,3467,3235,3500,Study,,4690.33960615164
2215,4373,3RD AVE,625,Y,2017/08/24 05:30:00+00,488,435,6263,6066,6300,Study,,479.291375474712
2216,"20461,20459,20460",S INDUSTRIAL WAY,338,N,2017/11/09 10:30:00+00,345,362,4125,3654,4100,Study,,1214.42965549544
2217,"6321,6320",40TH AVE NE,1670,N,2018/01/22 09:00:00+00,511,655,5932,5449,5900,Study,,1323.54894486358
2218,"16932,16931",NE 50TH ST,1509,N,2017/10/31 10:30:00+00,1163,1449,18514,18827,18500,Study,,523.522874873645
2219,"703483,12759,274364,18442,18441","SEAVIEW AVE NW,NW 54TH ST",1601,N,2017/10/24 11:45:00+00,410,501,5532,5581,5500,Study,,2766.39140455606
2220,"10397,10399,10398,652860",FAUNTLEROY WAY SW,229,N,2017/11/02 13:15:00+00,824,1071,12869,12397,12900,Study,,1279.72050114356
2221,13356,WALL ST,985,Y,2017/10/19 10:00:00+00,346,407,5288,5150,5300,Study,,321.994231085261
2222,"21217,21218",S ROYAL BROUGHAM WAY,516,N,2017/09/20 09:30:00+00,896,729,9615,8642,9600,Study,,760.15583047138
2223,"15288,15289,15287,15286",N 34TH ST,1305,N,2017/10/26 11:45:00+00,1118,1392,15287,14674,15300,Study,,1760.57664269665
2224,"21734,21722,21733,21723",SW ALASKA ST,299,N,2017/12/19 14:45:00+00,551,697,7914,7417,7900,Study,,1293.99238805294
2225,9120,BEACON AVE S,441,N,2017/12/13 11:15:00+00,555,752,8695,8114,8700,Study,,361.990379593659
2226,4378,3RD AVE,694,Y,2017/08/24 06:45:00+00,618,564,7930,7876,7900,Study,,305.999458864034
2227,"13041,163547,13040,13039",SWIFT AVE S,245,N,2017/10/16 11:30:00+00,1731,1714,23053,21696,23100,Study,,1052.57664612157
2228,8170,7TH AVE NE,1410,N,2018/01/23 08:45:00+00,639,697,8618,8305,8600,Study,,593.103046771663
2229,"10054,15121,15120","DENSMORE AVE N,N 122ND ST",1886,N,2018/01/17 08:30:00+00,483,654,5940,5218,5900,Study,,1731.48774562282
2230,"14057,14059,14056,14058",EAST GREEN LAKE DR N,1693,N,2017/12/01 11:00:00+00,851,986,10910,10379,10900,Study,,830.224799063617
2231,22762,SW ROXBURY ST,73,N,2017/07/24 10:30:00+00,1093,1352,18241,17683,18200,Study,,332.583034864255
2232,"4232,4235,4234,4236,4237,4229,4230,4233,4238,4239,4231",28TH AVE W,1242,N,2018/02/15 11:15:00+00,301,320,3458,3142,3500,Study,,1619.81515385766
2233,"13620,13616,13617,13619,13618",WILSON AVE S,251,N,2018/01/11 14:15:00+00,748,897,8645,7831,8600,Study,,2599.44786382325
2234,"11705,11704",MAYNARD AVE S,540,N,2017/12/20 10:15:00+00,484,724,6667,5669,6700,Study,,611.88679002345
2235,1004,1ST AVE,688,Y,2017/10/02 10:45:00+00,1109,1087,13834,13693,13800,Study,,305.931779647234
2236,"20998,21000,20999,20996,20997,21001",S ORCAS ST,254,N,2017/12/18 09:00:00+00,191,217,2484,2414,2500,Study,,2914.00037955381
2237,13737,YALE AVE,1030,B,2017/10/25 11:00:00+00,1100,1072,16571,16339,16600,Study,,426.155232047113
2238,"11907,11908,11909,11903,11902","MONTLAKE BLVD E,MONTLAKE BLVD NE,MONTLAKE BR",1289,N,2017/11/03 12:00:00+00,4569,4756,66361,62655,66400,Study,,1362.08121463513
2239,12299,QUEEN ANNE AVE N,1156,N,2017/07/26 09:00:00+00,788,673,10661,10442,10700,Study,,317.782211849976
2240,"11205,11204,11202,11207,11203,11206",LAKE WASHINGTON BLVD E,1122,N,2018/01/09 11:15:00+00,640,564,5743,5126,5700,Study,,3038.1107835828
2241,"11307,11306,11309,11305,11303,11304,11311,11308,11310",LATONA AVE NE,1635,N,2018/01/05 11:30:00+00,465,453,4306,3957,4300,Study,,2392.12946101475
2242,16840,NE 45TH ST,1457,N,2017/12/14 09:45:00+00,1403,1539,23009,22854,23000,Study,,263.98457388889
2243,2350,16TH AVE SW,85,N,2018/01/24 11:15:00+00,296,336,4283,4052,4300,Study,,669.467653707884
2244,"167624,167594,167428,167611,167427,167625,167613,167595,167612",BEACON AVE S,216,N,2017/10/16 11:00:00+00,595,703,7886,7263,7900,Study,,2982.41970151624
2245,"15894,15896,15895",N 80TH ST,1745,N,2018/02/01 08:00:00+00,924,1098,13987,13649,14000,Study,,1664.71295962083
2247,"8171,8172",7TH AVE NE,1451,N,2018/01/23 08:45:00+00,395,581,7056,6933,7100,Study,,1126.95584412604
2248,10461,FLORENTIA ST,1282,N,2017/10/25 13:15:00+00,245,361,3683,3742,3700,Study,,394.244681549938
2249,5449,35TH AVE SW,336,N,2017/10/09 12:45:00+00,1150,1497,18362,17717,18400,Study,,350.876950682664
2250,"13389,13390",WALLINGFORD AVE N,1790,N,2017/12/01 11:30:00+00,761,1005,10677,9740,10700,Study,,1327.4180707847
2251,4384,3RD AVE,815,Y,2017/08/30 09:45:00+00,600,624,8471,8179,8500,Study,,426.01049240675
2252,"21738,21736,21735,21737",SW ALASKA ST,301,N,2017/10/09 12:30:00+00,844,1056,13405,13393,13400,Study,,1317.60159142374
2253,"10647,10649,10648,10650,23449,1488","GILMAN DR W,W HOWE ST,11TH AVE W",1261,N,2017/11/13 10:45:00+00,1125,828,9567,9211,9600,Study,,2996.3294331699
2254,"17423,17431,17414,17418,17416,17424,17429,17415,17422,17421,17420,17430,17427,17428,17419,17432,17417,17425,17426",NE 70TH ST,1671,N,2018/02/12 06:15:00+00,584,485,5150,4725,5200,Study,,3953.79162948379
2255,8654,AIRPORT WAY S,531,N,2017/10/03 10:15:00+00,1133,1159,12222,11705,12200,Study,,350.383437840561
2256,"12616,12619,12617,12618,12615",ROOSEVELT WAY NE,25,N,2017/11/28 10:30:00+00,943,942,11330,10823,11300,Study,,1328.13164449962
2257,"269147,269638,269430,269433,269431,269432",BEACON AVE S,125,N,2017/12/20 09:00:00+00,144,206,2366,2262,2400,Study,,2039.61376665784
2258,"9351,9357,9352,9359,9358,9356,9355,9353,9354",BOYER AVE E,1227,N,2017/11/29 08:15:00+00,1566,1470,15006,13869,15000,Study,,2762.53983850896
2259,"7697,7698,7696,17546,17550,17539,17544,17549,17542,17540,17538,17541,17543,17545,17547,17548","55TH AVE NE,NE 75TH ST",1698,N,2017/10/17 12:30:00+00,499,499,5559,5545,5600,Study,,5302.40631206768
2260,21060,S OTHELLO ST,172,N,2018/01/18 10:45:00+00,342,300,3692,3404,3700,Study,,742.13298098727
2261,"15898,15900,15899,15897",N 80TH ST,1743,N,2018/02/01 08:00:00+00,786,928,11258,10937,11300,Study,,997.612165888037
2262,"2344,2347,2346,2340,2345,2341,2343,2342",16TH AVE SW,144,N,2017/12/13 07:30:00+00,395,497,5695,5433,5700,Study,,3943.28036868908
2263,"18980,18983,18985,18981,18984,18982",NW 85TH ST,1786,N,2017/10/24 13:30:00+00,257,428,4251,4227,4300,Study,,1330.49612488067
2264,21220,S ROYAL BROUGHAM WAY,523,N,2017/09/20 09:15:00+00,486,362,4488,3873,4500,Study,,312.926756533026
2265,"19667,19664,19665,19662,19663,19666",S CLOVERDALE ST,121,N,2018/01/18 12:00:00+00,364,382,4206,4034,4200,Study,,1720.22267286733
2266,"13171,13172,13170,13169,3615,3614,3616,4164,4173,4166,4169,4171,4174,4165,4167,4172,4170,4168,19245","TRITON DR NW,24TH AVE NW,28TH AVE NW,NW NEPTUNE PL",1818,N,2017/12/12 13:00:00+00,88,100,1079,1043,1100,Study,,5673.41568900708
2267,"18120,18142,18113,18112,18114","NW 100TH ST,NW 103RD ST,NW 100TH PL",1827,N,2018/01/08 09:30:00+00,586,807,7477,6981,7500,Study,,1563.54560690001
2268,"21460,21458,21459",S WALKER ST,473,N,2017/11/15 10:30:00+00,158,197,2398,2344,2400,Study,,1000.518303031
2269,"5481,5482",35TH AVE SW,117,N,2018/02/27 10:00:00+00,1372,1525,18193,17530,18200,Study,,1306.99491460755
2270,"4456,4455,4454",3RD AVE NW,1581,N,2018/02/01 12:00:00+00,662,545,5722,5528,5700,Study,,914.643311808217
2271,9994,DELRIDGE WAY SW,79,N,2018/01/24 10:45:00+00,426,497,6530,6307,6500,Study,,632.63970716939
2272,"2012,2010,2008,2011,2009,2013,2005,2004,2007,2006",15TH AVE E,1175,N,2017/08/31 09:00:00+00,609,753,9334,8762,9300,Study,,2325.81919498367
2273,13062,SYLVAN WAY SW,179,N,2017/10/26 11:00:00+00,431,409,4862,4718,4900,Study,,443.207592049771
2274,"2961,2960",20TH AVE NE,1497,N,2018/01/31 11:15:00+00,149,283,3090,3102,3100,Study,,1312.14582618787
2275,14341,E MADISON ST,865,N,2018/02/13 09:00:00+00,1383,1450,20452,19394,20500,Study,,404.219181488868
2276,"17269,17270,17266,17268,17267",NE 65TH ST,1624,N,2017/11/03 14:00:00+00,1338,1510,17759,17584,17800,Study,,1333.03776026346
2277,"10405,10401,10400,10409,10408,10402,274463,10407,10403,10410,10406,10404",FAUNTLEROY WAY SW,211,N,2017/10/26 11:30:00+00,658,879,10467,10390,10500,Study,,3878.65766514109
2278,"5329,5330,5328",34TH AVE W,1427,N,2018/01/05 10:30:00+00,436,517,5949,5706,5900,Study,,1915.27421460479
2279,"23610,269718","W NICKERSON ST,NICKERSON ST",1314,N,2017/11/01 11:00:00+00,965,1501,16523,15256,16500,Study,,573.788918233138
2280,"15890,18886","N 80TH ST,NW 80TH ST",1751,N,2018/02/01 08:15:00+00,965,1152,14341,13895,14300,Study,,1317.81123494289
2281,"14604,14603",E PIKE ST,912,N,2018/01/23 15:45:00+00,360,455,5670,5658,5700,Study,,644.23721406976
2282,20209,S HARDY ST,222,N,2017/12/11 10:45:00+00,434,424,4581,3973,4600,Study,,275.402657656938
2283,4376,3RD AVE,656,Y,2017/09/18 10:15:00+00,539,463,6266,5850,6300,Study,,305.88631484865
2284,9322,BOREN AVE,1003,B,2017/10/04 13:00:00+00,2175,1668,25275,24170,25300,Study,,427.460349269711
2285,"1576,1575,1578,1577,1579",12TH AVE NE,1625,N,2017/08/23 11:00:00+00,329,715,5447,5031,5400,Study,,1437.07733171859
2286,"19660,19661",S CLOVERDALE ST,124,N,2018/01/18 12:00:00+00,365,529,5107,4851,5100,Study,,512.042392588931
2287,"22753,22752,22749,22751,22750",SW ROXBURY ST,2007,N,2017/07/24 10:45:00+00,1598,2025,27843,26724,27800,Study,,1307.86785636072
2288,"8004,8003,8005,8008,8007,8006",6TH AVE S,369,N,2017/11/09 10:00:00+00,622,614,7726,6257,7700,Study,,1726.77883477007
2289,"4916,13801,13799,13800,13802,11191,11192","32ND AVE,E ALDER ST,LAKE DELL AVE",646,N,2017/10/25 10:45:00+00,127,136,1767,1719,1800,Study,,2890.13717707804
2290,504367,NE 103RD ST,1823,N,2017/10/17 12:00:00+00,678,930,9908,9760,9900,Study,,663.077721160343
2291,"11621,11624,11618,11620,11619,11622,11617,165398,11616,11614,11615,11613,11623,11612",MAGNOLIA BLVD W,1333,N,2017/10/31 10:30:00+00,120,145,1506,1444,1500,Study,,7264.48309373938
2292,"20465,20464,20463",S INDUSTRIAL WAY,340,N,2017/11/09 10:45:00+00,330,383,4297,3773,4300,Study,,1172.77744040106
2293,"22590,22589,22591,13061,351095,13058,13059","SW MORGAN ST,SYLVAN WAY SW",204,N,2017/11/02 12:45:00+00,1191,1412,15978,14963,16000,Study,,5011.7559620195
2294,"23389,23390",W GOVERNMENT WAY,1438,N,2018/01/22 12:15:00+00,520,632,6952,7040,7000,Study,,746.601017586857
2295,"23661,23622","W QUEEN ANNE DRIVEWAY,W OLYMPIC PL",1183,N,2017/11/13 11:30:00+00,53,77,800,755,800,Study,,857.21241710528
2296,"12790,12789,12791,12792,19813,19812","SEWARD PARK AVE S,S DAWSON ST",276,N,2017/10/19 11:00:00+00,64,83,860,871,900,Study,,2679.41429452926
2297,"3020,3023,3027,3019,3026,3024,3022,3021,3025,3018",20TH AVE NW,1653,N,2018/03/08 11:00:00+00,569,629,6346,6080,6300,Study,,2666.5276560308
2298,"17620,17621,17617,17619,17618",NE 80TH ST,1726,N,2018/01/05 11:00:00+00,88,241,1941,1904,1900,Study,,1326.53810363291
2299,1588,12TH AVE NE,1690,N,2018/01/10 12:30:00+00,507,1372,9221,8325,9200,Study,,261.82148311356
2300,16852,NE 45TH ST,1444,N,2017/09/27 11:00:00+00,1820,2031,29211,29732,29200,Study,,280.038109532276
2301,6875,45TH AVE SW,90,N,2018/01/25 13:15:00+00,566,554,5952,5820,6000,Study,,224.179764102964
2302,16851,NE 45TH ST,1446,N,2018/02/21 08:45:00+00,1892,1991,30758,30743,30800,Study,,284.919939584134
2303,"23230,23228,23225,23227,23226,23229,23231",W DRAVUS ST,1302,N,2018/01/05 10:00:00+00,688,801,8261,8050,8300,Study,,2059.13894736383
2304,2036,15TH AVE NE,1502,N,2018/02/05 09:30:00+00,867,974,10148,9284,10100,Study,,659.957788487159
2305,"9454,9455,9456,9452,9453",BROADWAY E,1137,N,2017/10/25 12:00:00+00,679,841,11430,11246,11400,Study,,1877.40846530701
2306,2339,16TH AVE SW,165,N,2017/11/02 12:00:00+00,1201,1308,15469,13852,15500,Study,,319.991077919231
2307,9076,BATTERY ST,1004,Y,2017/10/19 09:00:00+00,432,418,6453,6381,6500,Study,,322.028484847596
